sbd,don_vi,truong,mon,diem,giai
08.04.19,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Sinh học,23.250,Nhì
08.05.01,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,15.169,K.Khích
08.05.03,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,15.210,K.Khích
08.05.04,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,24.320,Nhì
08.05.06,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,20.586,Nhì
08.05.07,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,19.920,Ba
08.05.08,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,15.090,K.Khích
08.05.09,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,17.410,Ba
08.05.10,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,16.330,K.Khích
08.05.11,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,26.360,Nhất
08.05.12,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,15.110,K.Khích
08.05.13,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,19.130,Ba
08.05.14,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,21.567,Nhì
08.05.15,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,19.090,Ba
08.05.16,Bắc Ninh,Bắc Ninh - THPT Sơn Động số 1,Tin học,21.140,Nhì
08.05.17,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,22.380,Nhì
08.05.18,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,18.823,Ba
08.05.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tin học,14.930,K.Khích
08.05.19,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tin học,18.450,Ba
08.06.02,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,12.500,K.Khích
08.06.03,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,13.000,Ba
08.06.04,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,13.000,Ba
08.06.05,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,13.250,Ba
08.06.06,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,14.000,Nhì
08.06.09,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,12.500,K.Khích
08.06.10,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,13.500,Nhì
08.06.11,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,14.500,Nhì
08.06.12,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,14.250,Nhì
08.06.13,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,13.000,Ba
08.06.14,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,13.250,Ba
08.06.16,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,12.500,K.Khích
08.06.17,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,15.000,Nhì
08.06.18,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,14.500,Nhì
08.06.19,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Ngữ văn,12.500,K.Khích
08.06.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Ngữ văn,13.500,Nhì
08.07.01,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,14.750,K.Khích
08.07.02,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,15.750,Ba
08.07.03,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,16.000,Ba
08.07.04,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,15.250,Ba
08.07.05,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,15.750,Ba
08.07.06,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,17.500,Nhất
08.07.07,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,15.250,Ba
08.07.08,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,17.000,Nhì
08.07.10,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,16.500,Nhì
08.07.12,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,17.250,Nhì
08.07.13,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,15.250,Ba
08.07.14,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,15.500,Ba
08.07.15,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Lịch sử,14.500,K.Khích
08.07.16,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,14.250,K.Khích
08.07.17,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,17.250,Nhì
08.07.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Lịch sử,16.250,Nhì
08.08.01,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,14.250,Ba
08.08.02,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,13.250,K.Khích
08.08.03,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,13.250,K.Khích
08.08.04,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,15.000,Ba
08.08.05,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,14.750,Ba
08.08.06,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,15.250,Nhì
08.08.07,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,14.750,Ba
08.08.08,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,14.250,Ba
08.08.10,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,15.250,Nhì
08.08.11,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,14.000,K.Khích
08.08.13,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,15.250,Nhì
08.08.15,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Địa lí,13.000,K.Khích
08.08.17,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,13.750,K.Khích
08.08.18,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,16.250,Nhất
08.08.19,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,13.250,K.Khích
08.08.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Địa lí,16.250,Nhất
08.09.01,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,13.700,Ba
08.09.02,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,13.900,Ba
08.09.04,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,14.700,Nhì
08.09.06,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,14.600,Nhì
08.09.07,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Anh,15.600,Nhất
08.09.09,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Anh,14.900,Nhì
08.09.15,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,15.100,Nhì
08.09.16,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Anh,14.400,Ba
08.09.17,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,15.000,Nhì
08.09.18,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Anh,15.300,Nhì
08.09.19,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Anh,13.200,K.Khích
08.09.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Anh,13.800,Ba
08.11.03,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Pháp,11.050,K.Khích
08.11.10,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Pháp,10.800,K.Khích
08.11.13,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Pháp,12.350,Ba
08.11.17,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Pháp,12.250,Ba
08.12.01,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.600,K.Khích
08.12.02,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Trung,13.350,K.Khích
08.12.03,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Trung,14.400,Ba
08.12.04,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.150,K.Khích
08.12.05,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Trung,13.950,K.Khích
08.12.06,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.950,K.Khích
08.12.07,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Trung,13.300,K.Khích
08.12.08,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.550,K.Khích
08.12.09,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,14.000,K.Khích
08.12.10,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Trung,14.350,Ba
08.12.11,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,15.500,Nhì
08.12.12,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.900,K.Khích
08.12.14,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,14.000,K.Khích
08.12.15,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.400,K.Khích
08.12.16,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Ninh,Tiếng Trung,15.900,Nhì
08.12.18,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,12.750,K.Khích
08.12.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Trung,13.400,K.Khích
08.13.20,Bắc Ninh,Bắc Ninh - THPT Chuyên Bắc Giang,Tiếng Nhật,11.150,K.Khích
14.01.13,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Toán,23.000,Nhì
14.01.20,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Toán,20.500,Ba
14.01.14,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Toán,20.500,Ba
14.01.02,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Toán,14.000,K.Khích
14.01.15,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Toán,20.000,Ba
14.01.17,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Toán,19.500,Ba
14.01.07,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Toán,20.000,Ba
14.01.04,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Toán,18.500,Ba
14.01.12,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Toán,15.500,K.Khích
14.02.19,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Vật lí,17.500,Ba
14.02.18,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Vật lí,16.250,Ba
14.02.08,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Vật lí,12.500,K.Khích
14.02.06,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Vật lí,13.250,K.Khích
14.02.14,Đồng Tháp,Đồng Tháp - THPT Hồng Ngự 1,Vật lí,11.750,K.Khích
14.03.19,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Hóa học,18.875,Ba
14.03.07,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Hóa học,18.000,K.Khích
14.03.05,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Hóa học,19.750,Ba
14.04.15,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Sinh học,23.500,Nhì
14.04.19,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Sinh học,20.500,Ba
14.04.09,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Sinh học,20.250,K.Khích
14.04.12,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Sinh học,20.000,K.Khích
14.04.02,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Sinh học,22.500,Nhì
14.04.20,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Sinh học,18.750,K.Khích
14.04.14,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,20.750,Ba
14.04.07,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Sinh học,22.000,Ba
14.04.01,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,21.250,Ba
14.04.17,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,19.750,K.Khích
14.04.11,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Sinh học,19.000,K.Khích
14.04.10,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,19.750,K.Khích
14.04.04,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,18.250,K.Khích
14.04.06,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Sinh học,20.250,K.Khích
14.04.13,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,22.000,Ba
14.04.08,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 1,Sinh học,18.500,K.Khích
14.04.18,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Sinh học,19.500,K.Khích
14.05.18,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Tin học,20.390,Ba
14.05.15,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Tin học,12.830,K.Khích
14.05.07,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Tin học,16.477,K.Khích
14.05.12,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Tin học,12.510,K.Khích
14.05.08,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Tin học,16.121,K.Khích
14.05.16,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Tin học,13.397,K.Khích
14.05.06,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Tin học,14.070,K.Khích
14.06.08,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Ngữ văn,12.750,Ba
14.06.13,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Ngữ văn,12.500,K.Khích
14.06.17,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Ngữ văn,13.000,Ba
14.06.20,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Ngữ văn,13.000,Ba
14.06.09,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Ngữ văn,12.500,K.Khích
14.06.04,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Ngữ văn,13.750,Nhì
14.06.05,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Ngữ văn,13.000,Ba
14.06.19,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Ngữ văn,12.500,K.Khích
14.06.03,Đồng Tháp,Đồng Tháp - THPT Nguyễn Đình Chiểu,Ngữ văn,13.000,Ba
14.06.10,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Ngữ văn,13.000,Ba
14.07.13,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Lịch sử,15.000,K.Khích
14.07.03,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Lịch sử,15.750,Ba
14.07.20,Đồng Tháp,Đồng Tháp - THPT Cái Bè,Lịch sử,14.500,K.Khích
14.07.12,Đồng Tháp,Đồng Tháp - THPT Lưu Tấn Phát,Lịch sử,14.250,K.Khích
14.07.02,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 2,Lịch sử,14.250,K.Khích
14.07.06,Đồng Tháp,Đồng Tháp - THCS và THPT Bình Thạnh Trung,Lịch sử,14.750,K.Khích
14.07.15,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Lịch sử,14.750,K.Khích
14.07.07,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Lịch sử,16.000,Ba
14.07.05,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 2,Lịch sử,14.500,K.Khích
14.07.18,Đồng Tháp,Đồng Tháp - THPT Thanh Bình 1,Lịch sử,15.000,K.Khích
14.07.04,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Lịch sử,15.000,K.Khích
14.08.03,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Địa lí,14.500,Ba
14.08.06,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Địa lí,13.750,K.Khích
14.08.09,Đồng Tháp,Đồng Tháp - THPT Cao Lãnh,Địa lí,13.000,K.Khích
14.08.01,Đồng Tháp,Đồng Tháp - THPT Sa Đéc,Địa lí,14.000,K.Khích
14.08.18,Đồng Tháp,Đồng Tháp - THPT Lấp Vò 2,Địa lí,15.000,Ba
14.08.20,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Địa lí,13.000,K.Khích
14.08.19,Đồng Tháp,Đồng Tháp - THCS và THPT Ngô Văn Nhạc,Địa lí,14.000,K.Khích
14.08.15,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Địa lí,13.500,K.Khích
14.08.02,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Địa lí,13.000,K.Khích
14.08.11,Đồng Tháp,Đồng Tháp - THPT Cái Bè,Địa lí,15.000,Ba
14.09.02,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Tiếng Anh,14.900,Nhì
14.09.15,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Tiếng Anh,13.900,Ba
14.09.03,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Quang Diêu,Tiếng Anh,13.200,K.Khích
14.09.18,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Tiếng Anh,13.500,K.Khích
14.09.09,Đồng Tháp,Đồng Tháp - THPT Chuyên Tiền Giang,Tiếng Anh,12.600,K.Khích
14.09.14,Đồng Tháp,Đồng Tháp - THPT Chuyên Nguyễn Đình Chiểu,Tiếng Anh,12.900,K.Khích
12.01.06,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Toán,15.500,K.Khích
12.01.07,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Toán,20.000,Ba
12.01.09,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Toán,29.000,Nhất
12.01.10,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Toán,21.500,Nhì
12.02.09,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Vật lí,14.500,K.Khích
12.02.08,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Vật lí,15.500,Ba
12.03.01,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Hóa học,18.750,Ba
12.04.07,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Sinh học,18.250,K.Khích
12.04.04,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Sinh học,18.500,K.Khích
12.06.07,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
12.06.01,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Ngữ văn,12.500,K.Khích
12.06.03,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Ngữ văn,12.250,K.Khích
12.07.10,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Lịch sử,14.250,K.Khích
12.07.01,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Lịch sử,16.500,Nhì
12.07.02,Điện Biên,Điện Biên - PTDTNT THPT Na Son,Lịch sử,14.500,K.Khích
12.08.05,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,13.000,K.Khích
12.08.02,Điện Biên,Điện Biên - PTDTNT THPT Mường Ảng,Địa lí,14.750,Ba
12.08.06,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,13.250,K.Khích
12.08.01,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,15.250,Nhì
12.08.07,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,15.000,Ba
12.08.09,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,13.250,K.Khích
12.08.03,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,14.500,Ba
12.08.04,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Địa lí,13.250,K.Khích
12.09.02,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Tiếng Anh,12.600,K.Khích
12.09.03,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Tiếng Anh,14.300,Ba
12.12.04,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Tiếng Trung,15.700,Nhì
12.12.09,Điện Biên,Điện Biên - THPT Chuyên Lê Quý Đôn,Tiếng Trung,14.300,Ba
13.01.02,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Toán,21.500,Nhì
13.01.11,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Toán,15.000,K.Khích
13.01.15,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Toán,24.000,Nhì
13.01.10,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Toán,15.000,K.Khích
13.01.19,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Toán,14.000,K.Khích
13.01.20,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Toán,17.500,K.Khích
13.01.06,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Toán,19.500,Ba
13.02.16,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Vật lí,13.750,K.Khích
13.02.12,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Vật lí,13.500,K.Khích
13.02.06,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Vật lí,11.750,K.Khích
13.02.15,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Vật lí,18.000,Ba
13.02.19,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Vật lí,15.250,Ba
13.02.07,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Vật lí,17.500,Ba
13.02.04,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Vật lí,12.500,K.Khích
13.02.11,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Vật lí,15.500,Ba
13.02.10,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Vật lí,12.750,K.Khích
13.03.09,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Hóa học,18.375,K.Khích
13.03.07,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Hóa học,22.375,Ba
13.03.15,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Hóa học,17.875,K.Khích
13.03.12,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Hóa học,18.625,Ba
13.03.16,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Hóa học,22.125,Ba
13.03.10,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Hóa học,16.625,K.Khích
13.04.14,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Sinh học,22.500,Nhì
13.04.20,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Sinh học,24.500,Nhì
13.04.01,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Sinh học,22.000,Ba
13.04.09,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Sinh học,18.000,K.Khích
13.04.18,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Sinh học,24.500,Nhì
13.04.04,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Sinh học,25.750,Nhất
13.04.11,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Sinh học,21.250,Ba
13.04.07,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Sinh học,18.000,K.Khích
13.04.08,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Sinh học,19.750,K.Khích
13.04.15,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Sinh học,19.500,K.Khích
13.04.19,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Sinh học,20.500,Ba
13.05.06,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tin học,20.589,Nhì
13.05.09,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tin học,19.040,Ba
13.05.05,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tin học,18.140,Ba
13.05.03,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tin học,15.490,K.Khích
13.05.19,Đồng Nai,Đồng Nai - THPT Chuyên Lương Thế Vinh,Tin học,13.990,K.Khích
13.05.16,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tin học,19.929,Ba
13.05.08,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tin học,18.080,Ba
13.05.20,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tin học,15.100,K.Khích
13.05.14,Đồng Nai,Đồng Nai - THPT chuyên Quang Trung,Tin học,14.950,K.Khích
13.05.18,Đồng Nai,Đồng Nai - THPT chuyên Bình Long,Tin học,22.020,Nhì
